date,no2,o3,pm25,pm10,temperature,humidity
2021-01-19,22.76,21.32,43.0,72.0,1.0,53.0
2021-01-20,22.64,21.48,66.0,109.0,2.0,57.0
2021-01-21,22.52,21.64,80.0,126.0,4.0,61.0
2021-01-22,22.4,21.8,86.0,130.0,6.0,70.0
2021-01-23,22.28,21.96,43.0,62.0,9.0,76.0
2021-01-24,22.16,22.12,33.0,52.0,8.0,75.0
2021-01-25,22.04,22.28,15.0,25.0,11.0,53.0
2021-01-26,21.92,22.44,7.0,11.0,7.0,67.0
2021-01-27,21.8,22.6,7.0,13.0,4.0,58.0
2021-01-28,21.68,22.759999999999998,17.0,29.0,6.0,47.0
2021-01-29,21.560000000000002,22.92,40.0,61.0,6.0,55.0
2021-01-30,21.44,23.08,23.0,34.0,10.0,68.0
2021-01-31,21.32,23.240000000000002,33.0,47.0,9.0,72.0
2021-02-01,21.2,23.4,25.0,37.0,10.0,77.0
2021-02-02,21.08,23.560000000000002,33.0,46.0,11.0,74.0
2021-02-03,20.96,23.72,41.0,64.0,10.0,71.0
2021-02-04,20.84,23.88,44.0,69.0,11.0,69.0
2021-02-05,20.72,24.04,44.0,66.0,11.0,68.0
2021-02-06,20.6,24.2,50.0,74.0,11.0,69.0
2021-02-07,20.48,24.36,73.0,106.0,9.0,73.0
2021-02-08,20.36,24.52,41.0,61.0,11.0,77.0
2021-02-09,20.240000000000002,24.68,38.0,52.0,9.0,78.0
2021-02-10,20.12,24.84,29.0,44.0,11.0,70.0
2021-02-11,20.0,25.0,12.0,20.0,10.0,73.0
2021-02-12,19.0,53.0,14.0,23.0,4.0,47.0
2021-02-13,17.0,52.0,12.0,19.0,-1.0,60.0
2021-02-14,13.0,64.0,15.0,23.0,-2.0,64.0
2021-02-15,28.0,46.0,33.0,52.0,1.0,57.0
2021-02-16,38.0,34.0,57.0,92.0,1.0,52.0
2021-02-17,38.0,39.0,60.0,91.0,3.0,51.0
2021-02-18,42.0,26.0,63.0,93.0,7.0,57.0
2021-02-19,29.0,22.0,45.0,68.0,7.0,60.0
2021-02-20,33.0,14.0,57.0,83.0,7.0,68.0
2021-02-21,22.0,26.0,39.0,56.0,10.0,67.0
2021-02-22,30.0,21.0,41.0,61.0,10.0,61.0
2021-02-23,39.0,22.0,51.0,84.0,12.0,56.0
2021-02-24,35.0,25.5,37.0,57.0,13.0,55.0
2021-02-25,31.0,29.0,39.0,66.0,14.0,55.0
2021-02-26,27.0,32.5,31.0,58.0,14.0,55.0
2021-02-27,23.0,36.0,35.0,59.0,14.0,53.0
2021-02-28,15.0,57.0,12.0,18.0,12.0,40.0
2021-03-01,24.0,44.0,18.0,28.0,10.0,43.0
2021-03-02,27.0,39.0,23.0,35.0,11.0,45.0
2021-03-03,31.0,37.0,26.0,42.0,12.0,42.0
2021-03-04,32.0,32.0,30.0,50.0,12.0,43.0
2021-03-05,33.0,33.0,29.0,47.0,13.0,39.0
2021-03-06,19.0,42.0,13.0,21.0,10.0,47.0
2021-03-07,17.0,55.0,21.0,31.0,9.0,37.0
2021-03-08,27.0,20.0,33.0,49.0,8.0,60.0
2021-03-09,28.0,30.0,33.0,47.0,9.0,66.0
2021-03-10,21.0,32.0,18.0,25.0,7.0,70.0
2021-03-11,19.0,58.0,17.0,26.0,7.0,49.0
2021-03-12,18.0,36.0,27.0,41.0,9.0,53.0
2021-03-13,28.0,25.0,34.0,52.0,11.0,58.0
2021-03-14,19.0,36.0,25.0,36.0,13.0,56.0
2021-03-15,18.0,32.0,12.0,18.0,10.0,65.0
2021-03-16,10.0,64.0,5.0,8.0,9.0,46.0
2021-03-17,9.0,62.0,6.0,9.0,9.0,41.0
2021-03-18,18.0,47.0,13.0,18.0,9.0,47.0
2021-03-19,21.0,43.0,19.0,26.0,9.0,49.0
2021-03-20,19.0,29.0,27.0,38.0,7.0,65.0
2021-03-21,17.0,20.0,34.0,47.0,5.0,73.0
2021-03-22,26.0,30.0,23.0,30.0,4.0,73.0
2021-03-23,17.0,50.0,10.0,15.0,6.0,59.0
2021-03-24,14.0,52.0,13.0,17.0,7.0,59.0
2021-03-25,18.0,47.0,18.0,27.0,8.0,49.0
2021-03-26,23.0,51.0,19.0,29.0,10.0,44.0
2021-03-27,24.0,43.0,24.0,37.0,11.0,46.0
2021-03-28,18.0,36.0,19.0,28.0,13.0,51.0
2021-03-29,24.0,36.0,16.0,23.0,15.0,49.0
2021-03-30,24.0,50.0,7.0,13.0,16.0,39.0
2021-03-31,27.0,49.0,9.0,15.0,16.0,37.0
2021-04-01,32.0,42.0,10.0,17.0,18.0,39.0
2021-04-02,23.5,16.0,13.0,20.0,17.0,51.0
2021-04-03,15.0,30.0,9.0,15.0,16.0,56.0
2021-04-04,15.666666666666666,43.0,7.0,10.0,9.0,66.0
2021-04-05,16.333333333333332,30.0,12.0,19.0,11.0,50.0
2021-04-06,17.0,30.0,10.0,17.0,13.0,51.0
2021-04-07,7.0,39.0,7.0,11.0,8.0,61.0
2021-04-08,6.0,55.0,7.0,12.0,9.0,44.0
2021-04-09,14.0,40.0,10.0,18.0,10.0,39.0
2021-04-10,21.0,38.0,11.0,19.0,12.0,39.0
2021-04-11,19.0,33.0,10.0,18.0,14.0,41.0
2021-04-12,24.0,31.0,9.0,17.0,18.0,46.0
2021-04-13,29.0,24.0,9.0,16.0,17.0,60.0
2021-04-14,7.0,33.0,5.0,9.0,13.0,58.0
2021-04-15,7.5,31.0,7.0,12.0,12.0,46.0
2021-04-16,8.0,47.0,9.0,15.0,12.0,42.0
2021-04-17,22.0,24.0,19.0,30.0,10.0,70.0
2021-04-18,15.0,16.0,21.0,34.0,12.0,70.0
2021-04-19,12.0,20.0,16.0,23.0,12.0,70.0
2021-04-20,12.5,30.0,10.0,14.0,13.0,61.0
2021-04-21,13.0,31.0,10.0,17.0,14.0,52.0
2021-04-22,15.0,32.0,8.0,14.0,15.0,54.0
2021-04-23,16.5,30.833333333333332,13.0,17.0,14.0,72.0
2021-04-24,18.0,29.666666666666668,10.0,17.0,15.0,49.0
2021-04-25,19.5,28.5,8.0,14.0,17.0,45.0
2021-04-26,21.0,27.333333333333332,7.0,13.0,18.0,45.0
2021-04-27,22.5,26.166666666666664,7.0,12.0,20.0,51.0
2021-04-28,24.0,25.0,11.0,19.0,19.0,60.0
2021-04-29,24.0,26.0,14.0,26.0,21.0,59.0
2021-04-30,21.0,34.0,7.0,16.0,24.0,50.0
2021-05-01,20.0,22.0,11.0,23.0,21.0,63.0
2021-05-02,16.0,37.0,10.0,24.0,24.0,51.0
2021-05-03,11.0,54.0,5.0,12.0,23.0,40.0
2021-05-04,16.0,52.0,8.0,14.0,21.0,47.0
2021-05-05,20.0,39.0,5.0,12.0,22.0,48.0
2021-05-06,26.0,40.0,5.0,10.0,22.0,44.0
2021-05-07,28.0,30.0,6.0,13.0,21.0,49.0
2021-05-08,11.0,50.0,5.0,10.0,18.0,48.0
2021-05-09,16.0,52.0,5.0,9.0,19.0,44.0
2021-05-10,25.0,37.0,7.0,12.0,21.0,52.0
2021-05-11,27.0,38.0,8.0,14.0,23.0,52.0
2021-05-12,22.0,42.0,7.0,12.0,22.0,55.0
2021-05-13,22.53846153846154,41.92307692307692,4.0,9.0,20.0,49.0
2021-05-14,23.076923076923077,41.84615384615385,2.0,7.0,20.0,51.0
2021-05-15,23.615384615384617,41.76923076923077,5.0,10.0,18.0,59.0
2021-05-16,24.153846153846153,41.69230769230769,4.0,8.0,20.0,54.0
2021-05-17,24.692307692307693,41.61538461538461,4.0,9.0,21.0,55.0
2021-05-18,25.23076923076923,41.53846153846154,4.0,9.0,22.0,48.0
2021-05-19,25.76923076923077,41.46153846153846,4.0,10.0,21.0,41.0
2021-05-20,26.307692307692307,41.38461538461539,2.0,7.0,19.0,55.0
2021-05-21,26.846153846153847,41.30769230769231,3.0,7.0,19.0,52.0
2021-05-22,27.384615384615383,41.23076923076923,7.0,12.0,20.0,55.0
2021-05-23,27.923076923076923,41.15384615384615,5.0,10.0,23.0,51.0
2021-05-24,28.46153846153846,41.07692307692308,6.0,13.0,26.0,52.0
2021-05-25,29.0,41.0,8.0,15.0,27.0,52.0
2021-05-26,14.0,52.0,8.0,15.0,25.0,51.0
2021-05-27,18.0,51.0,10.0,17.0,25.0,56.0
2021-05-28,16.0,35.0,7.0,10.0,21.0,59.0
2021-05-29,14.0,48.0,7.0,11.0,22.0,50.0
2021-05-30,11.0,48.0,6.0,10.0,19.0,56.0
2021-05-31,13.0,47.0,6.0,9.0,18.0,56.0
2021-06-01,13.0,43.0,6.0,9.0,17.0,55.0
2021-06-02,14.0,53.0,6.0,10.0,20.0,45.0
2021-06-03,19.0,51.0,7.0,12.0,21.0,44.0
2021-06-04,20.0,52.0,7.0,11.0,22.0,43.0
2021-06-05,25.0,51.0,8.0,13.0,24.0,46.0
2021-06-06,19.0,48.0,10.0,15.0,24.0,56.0
2021-06-07,25.0,24.0,15.0,20.0,23.0,71.0
2021-06-08,16.0,32.0,12.0,17.0,24.0,65.0
2021-06-09,23.0,29.0,13.0,18.0,23.0,61.0
2021-06-10,26.0,35.0,9.0,14.0,23.0,58.0
2021-06-11,17.0,47.0,11.0,16.0,23.0,57.0
2021-06-12,13.0,52.0,10.0,14.0,23.0,54.0
2021-06-13,12.0,44.0,6.0,9.0,21.0,56.0
2021-06-14,14.0,43.0,4.0,8.0,20.0,49.0
2021-06-15,11.0,49.0,16.0,21.0,21.0,48.0
2021-06-16,16.0,52.0,18.0,26.5,23.5,50.0
2021-06-17,21.0,55.0,20.0,32.0,26.0,52.0
2021-06-18,16.0,49.0,8.0,13.0,26.0,57.0
2021-06-19,16.0,44.0,11.0,16.0,25.0,63.0
2021-06-20,19.0,39.0,11.0,16.0,26.0,61.0
2021-06-21,30.0,38.0,9.0,16.0,27.0,57.0
2021-06-22,32.0,30.0,9.0,27.0,29.0,55.0
2021-06-23,27.0,49.0,12.0,35.0,31.0,45.0
2021-06-24,22.0,58.0,10.0,30.0,32.0,45.0
2021-06-25,19.0,56.0,8.0,28.0,33.0,39.0
2021-06-26,18.0,52.0,7.0,24.0,32.0,36.0
2021-06-27,10.0,75.0,7.0,15.0,30.0,45.0
2021-06-28,16.0,75.0,9.0,14.0,31.0,42.0
2021-06-29,20.0,66.0,10.0,17.0,32.0,42.0
2021-06-30,12.0,55.0,9.0,21.0,32.0,39.0
2021-07-01,12.0,49.0,9.0,21.0,32.0,35.0
2021-07-02,11.0,62.0,6.0,11.0,28.0,42.0
2021-07-03,11.0,51.0,6.0,11.0,26.0,46.0
2021-07-04,11.0,57.666666666666664,7.0,11.0,26.0,42.0
2021-07-05,11.0,64.33333333333333,6.0,11.0,27.0,48.0
2021-07-06,11.0,71.0,9.0,14.0,30.0,41.0
2021-07-07,11.0,70.0,10.0,15.0,31.0,39.0
2021-07-08,12.0,63.0,8.0,14.0,32.0,37.0
2021-07-09,13.0,54.0,9.0,15.0,32.0,40.0
2021-07-10,10.0,48.0,10.0,17.0,30.0,52.0
2021-07-11,11.0,48.0,9.0,14.0,29.0,55.0
2021-07-12,12.0,57.0,11.0,16.0,30.0,47.0
2021-07-13,15.0,57.0,13.0,19.0,31.0,43.0
2021-07-14,18.0,53.0,13.0,21.0,32.0,43.0
2021-07-15,14.0,61.0,13.0,21.0,33.0,43.0
2021-07-16,15.0,65.0,12.0,19.0,31.0,49.0
2021-07-17,15.0,39.0,11.0,17.0,27.0,65.0
2021-07-18,13.0,40.0,9.0,13.0,24.0,68.0
2021-07-19,14.0,37.0,10.0,15.0,25.0,68.0
2021-07-20,12.0,54.0,12.0,18.0,27.0,57.0
2021-07-21,12.0,60.0,11.0,16.0,28.0,46.0
2021-07-22,11.0,63.0,7.0,11.0,27.0,43.0
2021-07-23,13.0,59.0,7.0,11.0,27.0,43.0
2021-07-24,14.0,62.0,9.0,14.0,28.0,42.0
2021-07-25,16.0,61.0,11.0,16.0,28.0,43.0
2021-07-26,21.0,59.0,11.0,19.0,30.0,43.0
2021-07-27,20.0,58.0,12.0,24.0,32.0,42.0
2021-07-28,22.0,50.0,12.0,27.0,32.0,44.0
2021-07-29,23.0,43.0,11.0,29.0,32.0,40.0
2021-07-30,23.0,47.0,12.0,27.0,32.0,33.0
2021-07-31,19.0,67.0,9.0,20.0,32.0,32.0
2021-08-01,16.0,72.0,10.0,20.0,33.0,37.0
2021-08-02,15.0,63.0,9.0,26.0,33.0,28.0
2021-08-03,18.0,67.0,6.0,15.0,32.0,32.0
2021-08-04,18.285714285714285,66.57142857142857,7.0,17.0,32.0,31.0
2021-08-05,18.571428571428573,66.14285714285714,10.0,24.0,33.0,32.0
2021-08-06,18.857142857142858,65.71428571428571,4.0,9.0,31.0,33.0
2021-08-07,19.142857142857142,65.28571428571429,2.0,5.0,30.0,33.0
2021-08-08,19.428571428571427,64.85714285714286,4.0,8.0,30.0,33.0
2021-08-09,19.714285714285715,64.42857142857143,7.0,12.0,33.0,34.0
2021-08-10,20.0,64.0,10.0,19.0,33.0,33.0
2021-08-11,17.0,73.0,10.0,17.0,32.0,38.0
2021-08-12,13.0,80.0,7.0,11.0,31.0,35.0
2021-08-13,15.0,76.5,4.0,7.0,31.0,30.0
2021-08-14,17.0,73.0,8.0,13.0,31.0,36.0
2021-08-15,16.0,68.0,8.0,12.0,31.0,33.0
2021-08-16,24.0,52.0,10.0,15.0,31.0,34.0
2021-08-17,22.0,55.0,12.0,19.0,31.0,44.0
2021-08-18,15.0,57.0,10.0,18.0,27.0,52.0
2021-08-19,14.0,64.0,5.0,9.0,27.0,36.0
2021-08-20,17.0,64.0,6.0,10.0,28.0,38.0
2021-08-21,18.0,38.0,9.0,16.0,26.0,58.0
2021-08-22,21.0,38.0,9.0,13.0,27.0,49.0
2021-08-23,23.0,42.0,7.0,13.0,28.0,41.0
2021-08-24,22.0,48.0,10.0,16.0,28.0,42.0
2021-08-25,15.0,60.0,20.0,26.0,27.0,51.0
2021-08-26,19.0,23.0,16.0,22.0,24.0,65.0
2021-08-27,20.0,25.0,57.0,81.0,25.0,64.0
2021-08-28,17.0,49.0,14.0,22.0,26.0,51.0
2021-08-29,16.0,45.0,9.0,17.0,26.0,52.0
2021-08-30,18.0,39.0,9.0,13.0,24.0,52.0
2021-08-31,22.0,38.0,5.0,12.0,25.0,44.0
2021-09-01,12.0,49.0,5.0,9.0,25.0,45.0
2021-09-02,7.0,57.0,6.0,9.0,24.0,41.0
2021-09-03,9.166666666666666,54.166666666666664,7.0,11.0,24.0,41.0
2021-09-04,11.333333333333332,51.333333333333336,8.0,12.0,24.0,42.0
2021-09-05,13.5,48.5,7.0,10.0,24.0,45.0
2021-09-06,15.666666666666666,45.666666666666664,6.0,9.0,25.0,43.0
2021-09-07,17.833333333333332,42.83333333333333,6.0,9.0,23.0,41.0
2021-09-08,20.0,40.0,6.0,10.0,22.0,44.0
2021-09-09,20.0,35.0,7.0,11.0,23.0,56.0
2021-09-10,21.0,41.0,9.0,14.0,24.0,50.0
2021-09-11,30.0,43.0,9.0,15.0,24.0,46.0
2021-09-12,35.0,46.0,7.0,13.0,24.0,39.0
2021-09-13,38.0,51.0,9.0,15.0,25.0,38.0
2021-09-14,27.0,56.0,11.0,20.0,26.0,38.0
2021-09-15,28.0,46.0,12.0,20.0,26.0,39.0
2021-09-16,35.0,30.0,11.0,19.0,25.0,43.0
2021-09-17,34.0,21.0,11.0,25.0,26.0,50.0
2021-09-18,23.0,18.0,9.0,19.0,23.0,66.0
2021-09-19,23.666666666666668,18.333333333333332,12.0,17.0,23.0,68.0
2021-09-20,24.333333333333332,18.666666666666668,9.0,14.0,23.0,62.0
2021-09-21,25.0,19.0,9.0,12.0,21.0,61.0
2021-09-22,25.666666666666668,19.333333333333332,8.0,11.0,17.0,60.0
2021-09-23,26.333333333333332,19.666666666666668,5.0,8.0,17.0,50.0
2021-09-24,27.0,20.0,10.0,16.0,17.0,51.0
2021-09-25,31.0,23.0,10.0,18.0,20.0,50.0
2021-09-26,29.0,23.333333333333332,10.0,16.0,22.0,48.0
2021-09-27,27.0,23.666666666666668,9.0,18.0,23.0,48.0
2021-09-28,25.0,24.0,16.0,28.0,23.0,65.0
2021-09-29,22.0,26.0,16.0,22.0,21.0,74.0
2021-09-30,18.5,21.0,14.0,17.0,18.0,80.0
2021-10-01,15.0,19.0,18.0,23.0,18.0,76.0
2021-10-02,14.0,19.0,15.0,22.0,17.0,64.0
2021-10-03,15.0,17.0,15.0,23.0,17.0,64.0
2021-10-04,20.0,17.0,20.0,30.0,18.0,62.0
2021-10-05,21.0,17.0,15.0,24.0,19.0,63.0
2021-10-06,16.0,20.0,13.0,20.0,19.0,69.0
2021-10-07,13.0,25.0,8.0,12.0,15.0,80.0
2021-10-08,17.0,9.0,11.0,15.0,15.0,81.0
2021-10-09,17.666666666666668,9.333333333333334,8.0,8.0,13.0,82.0
2021-10-10,18.333333333333332,9.666666666666666,11.0,14.0,14.0,84.0
2021-10-11,19.0,10.0,8.0,11.0,15.0,84.0
2021-10-12,14.0,21.0,5.0,11.0,13.0,75.0
2021-10-13,16.0,25.0,12.0,18.0,13.0,71.0
2021-10-14,14.0,22.0,7.0,10.0,10.0,78.0
2021-10-15,15.125,20.125,4.0,6.0,10.0,80.0
2021-10-16,16.25,18.25,7.0,10.0,12.0,78.0
2021-10-17,17.375,16.375,17.0,24.0,15.0,73.0
2021-10-18,18.5,14.5,20.0,28.0,17.0,71.0
2021-10-19,19.625,12.625,18.0,26.0,17.0,63.0
2021-10-20,20.75,10.75,25.0,35.0,15.0,67.0
2021-10-21,21.875,8.875,28.0,41.0,15.0,72.0
2021-10-22,23.0,7.0,35.0,56.0,15.0,74.0
2021-10-23,18.0,9.0,31.0,48.0,15.0,78.0
2021-10-24,8.0,34.0,7.0,12.0,13.0,64.0
2021-10-25,18.0,22.0,13.0,21.0,11.0,64.0
2021-10-26,17.0,10.0,18.0,27.0,12.0,63.0
2021-10-27,21.0,13.0,22.0,34.0,12.0,63.0
2021-10-28,25.0,10.0,29.0,45.0,12.0,64.0
2021-10-29,24.5,9.5,33.0,47.0,12.0,66.0
2021-10-30,24.0,9.0,34.0,52.0,12.0,66.0
2021-10-31,23.0,19.0,37.0,53.0,12.0,66.0
2021-11-01,24.0,16.0,41.0,57.0,12.0,67.0
2021-11-02,24.0,15.25,41.0,57.0,13.0,77.0
2021-11-03,24.0,14.5,39.0,58.0,14.0,80.0
2021-11-04,24.0,13.75,23.0,34.0,17.0,77.0
2021-11-05,24.0,13.0,23.0,37.0,19.0,76.0
2021-11-06,22.0,12.5,21.0,33.0,17.0,76.0
2021-11-07,20.0,12.0,27.0,41.0,17.0,74.0
2021-11-08,21.0,6.0,32.0,49.0,16.0,76.0
2021-11-09,13.0,14.0,17.0,25.0,14.0,71.0
2021-11-10,14.0,18.0,14.0,20.0,12.0,71.0
2021-11-11,18.0,17.0,22.0,35.0,13.0,69.0
2021-11-12,19.0,10.0,36.0,55.0,11.0,66.0
2021-11-13,24.0,11.0,41.0,63.0,9.0,67.0
2021-11-14,19.0,15.0,47.0,69.0,10.0,68.0
2021-11-15,21.0,11.0,50.0,70.0,11.0,73.0
2021-11-16,21.0,16.0,35.0,53.0,13.0,69.0
2021-11-17,17.0,15.0,34.0,51.0,13.0,70.0
2021-11-18,17.0,11.0,35.0,51.0,12.0,71.0
2021-11-19,17.5,15.0,15.0,23.0,12.0,57.0
2021-11-20,18.0,19.0,25.0,35.0,13.0,62.0
2021-11-21,19.0,14.0,37.0,56.0,10.0,67.0
2021-11-22,23.0,5.0,63.0,93.0,10.0,75.0
2021-11-23,16.0,9.0,41.0,59.0,11.0,77.0
2021-11-24,15.0,13.0,26.0,33.0,11.0,68.0
2021-11-25,15.0,17.0,21.0,31.0,11.0,71.0
2021-11-26,17.0,19.0,20.0,26.0,10.0,79.0
2021-11-27,23.0,9.0,29.0,42.0,12.0,80.0
2021-11-28,20.0,17.0,20.0,28.0,13.0,79.0
2021-11-29,20.666666666666668,14.666666666666666,9.0,14.0,12.0,79.0
2021-11-30,21.333333333333332,12.333333333333332,11.0,20.0,6.0,66.0
2021-12-01,22.0,10.0,40.0,60.0,5.0,67.0
2021-12-02,21.0,7.0,53.0,78.0,6.0,70.0
2021-12-03,20.0,15.0,23.0,31.0,10.0,76.0
2021-12-04,13.0,21.0,21.0,32.0,9.0,68.0
2021-12-05,17.0,8.0,40.0,60.0,7.0,77.0
2021-12-06,15.0,10.0,24.0,34.0,10.0,83.0
2021-12-07,13.0,12.0,6.0,9.0,6.0,76.0
2021-12-08,16.666666666666668,11.666666666666666,17.0,27.0,7.0,62.0
2021-12-09,20.333333333333332,11.333333333333334,33.0,49.0,7.0,74.0
2021-12-10,24.0,11.0,34.0,48.0,9.0,80.0
2021-12-11,18.0,15.5,23.0,28.0,6.0,83.0
2021-12-12,14.0,20.0,10.0,14.0,6.0,80.0
2021-12-13,13.0,27.5,12.0,18.0,6.0,72.0
2021-12-14,12.0,35.0,13.0,18.0,6.0,69.0
2021-12-15,14.0,29.0,21.0,33.0,6.0,69.0
2021-12-16,16.0,23.0,27.0,40.0,7.0,68.0
2021-12-17,14.0,31.0,8.0,13.0,9.0,64.0
2021-12-18,11.0,38.0,7.0,11.0,6.0,63.0
2021-12-19,16.0,36.0,18.0,28.0,7.0,57.0
2021-12-20,21.0,20.0,25.0,38.0,6.0,58.0
2021-12-21,23.0,26.0,15.0,23.0,5.0,45.0
2021-12-22,29.0,12.0,42.0,67.0,2.0,57.0
2021-12-23,30.0,12.0,54.0,79.0,2.0,59.0
2021-12-24,36.0,9.0,75.0,114.0,2.0,62.0
2021-12-25,42.0,8.0,105.0,162.0,4.0,65.0
2021-12-26,39.0,7.0,132.0,197.0,6.0,71.0
2021-12-27,26.0,5.0,82.0,115.0,9.0,79.0
2021-12-28,22.0,5.0,53.0,78.0,9.0,79.0
2021-12-29,20.0,6.0,34.0,49.0,9.0,81.0
2021-12-30,23.0,21.0,12.0,15.0,10.0,70.0
2021-12-31,24.0,15.0,34.0,51.0,9.0,70.0
2022-01-01,22.0,15.0,50.0,75.0,10.0,70.0
2022-01-02,22.0,20.0,23.0,34.0,13.0,66.0
2022-01-03,28.0,7.0,55.0,79.0,8.0,71.0
2022-01-04,28.0,6.0,70.0,100.0,7.0,73.0
2022-01-05,26.0,5.0,92.0,153.0,6.0,77.0
2022-01-06,25.0,11.0,73.0,109.0,9.0,76.0
2022-01-07,22.5,10.0,13.0,19.0,8.0,66.0
2022-01-08,20.0,9.0,46.0,69.0,8.0,72.0
2022-01-09,20.0,6.0,58.0,88.0,9.0,77.0
2022-01-10,17.666666666666668,15.5,13.0,18.0,5.0,80.0
2022-01-11,15.333333333333332,25.0,10.0,14.0,4.0,73.0
